name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
FEITUS,"SUD-EST. S.L.",,,Llanars,ES,0.256,Hydro,,,1984,,,,,"Renewable energy",Hydro,,,,SEDE
"VIANA III","ACCIONA ENERGIA, S.A.",,,Viana,ES,6.2,Hydro,,,1996,,,,,"Renewable energy",Hydro,,,,SEDE
"LUGAR DEL RIO","ERROTA ELECTRIC, S.L.",,,"San Millan de la Cogolla",ES,0.08042,Hydro,,,1988,,,,,"Renewable energy",Hydro,,,,SEDE
"LA MAMBLA","AFEX ELECTRONICS, SA",,,Oris,ES,0.985,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"GUALBA III","POLIGONO INDUSTRIAL CAN SEDO, S.A.",,,Gualba,ES,1.025,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"EL ROSARITO","ENEL GREEN POWER ESPANA, S.L.",,,Candeleda,ES,4.9,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"EL VILLAR","HIDRAULICA SANTILLANA, S.A.",,,"Puentes Viejas",ES,5.68,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
PROFUSA,"PRODUCTOS DE FUNDICION,S.A(PROFUSA)",,,Barakaldo,ES,6.528,"Other or unspecified energy sources",,,,,,,,"Other or unspecified energy sources",,,,,SEDE
ALANGE,"HIDRO ENERGIA XANA, S.L.U.",,,Villagonzalo,ES,9.14,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
AUREVAL,"AUREVAL, S.L.",,,Bunol,ES,8.64,"Non-renewable waste",,,,,,,,"Fossil fuels","Non-renewable waste",,,,SEDE
USABAL,"C.H. USABAL, S.L.",,,Tolosa,ES,0.25,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
ENERCRISA,"ENERCRISA, S.A.",,,"Cerezo de Rio Tiron",ES,19.686,"Natural gas",,,2009,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CG NUFRI-1","NUFRI SAT 1596",,,Mollerussa,ES,3.39,"Natural gas","Combustion engine",,2010,,,,,"Fossil fuels","Natural gas",,,,SEDE
NESTLE,"NESTLE ESPANA, SA",,,Girona,ES,1.396,"Other or unspecified energy sources",,,2012,,,,,"Other or unspecified energy sources",,,,,SEDE
"TALARN III","PORTMAN GOLF,SA",,,Talarn,ES,2.4,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"SANT QUIRZE DE BESORA","EDIFICIOS BEN,SA",,,"Sant Quirze de Besora",ES,0.89,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
BAGA,"TEIXITS GONFAUS, S.A.",,,Baga,ES,0.091,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"LA ALDEHUELA","MINICENTRALES DOS, S.A.",,,Noblejas,ES,1.4,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"CG ESPUNA","ESTEBAN ESPUNA, SA",,,Olot,ES,0.196,"Other or unspecified energy sources",,,2012,,,,,"Other or unspecified energy sources",,,,,SEDE
"HOSPITAL DEL VALLE DEL NALON","COGENERACION Y MANTENIMIENTO, A.I.E",,,Langreo,ES,0.954,"Other or unspecified energy sources",,,1996,,,,,"Other or unspecified energy sources",,,,,SEDE
"C.H. ARNOYA  (MODIFICADA 7-12-05)","HIDROELECTRICA DEL GIESTA,SRL",,,"Arnoia (A)",ES,10,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
IGARAN,"MIGUEL J. ZABALETA Y OTRO (ANT.E IGARAN)",,,Azkoitia,ES,0.261,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
ARACENA,EMASESA,,,"Puerto Moral",ES,4.5,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"PRESA DE LORIGUILLA","IBERENOVA PROMOCIONES, S.A",,,Chulilla,ES,4.5,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"BAYER HISPANIA, S.A.","BAYER MATERIALSCIENCE, SL",,,Barcelona,ES,0.345,"Natural gas",,,2001,,,,,"Fossil fuels","Natural gas",,,,SEDE
"TRATAMIENTO DE PURINES EL BONILLO","ECOENERGIA INTEGRAL, S.A.",,,"Bonillo (El)",ES,1.68,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"TRATAMIENTO PURINES CONSUEGRA","SENER GRUPO DE INGENIERIA, S.A.",,,Consuegra,ES,16.332,"Other or unspecified energy sources",,,,,,,,"Other or unspecified energy sources",,,,,SEDE
"LADRILLOS LAS NIEVES","LADRILLOS LAS NIEVES, S.L.",,,"Gabias (Las)",ES,0.5,Oil,,,2000,,,,,"Fossil fuels",Oil,,,,SEDE
PEDRO,"HIDROELECTRICA EUROPEA, S.L.",,,Lubian,ES,0.4,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"MAIER, S. COOP","MAIER, S.COOP.",,,Ajangiz,ES,5.432,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"FABRICA DE CREACIONES Y DISENO DE ESCAYOLA","YESYFORMA EUROPA, S.L.",,,Sastago,ES,1.59,"Natural gas",,,2007,,,,,"Fossil fuels","Natural gas",,,,SEDE
"SORIA INGENIERIA BAENA","SORIA INGENIERIA, S.L.",,,Baena,ES,9.9,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"MATADERO DE ZUERA","COGENERACION DEL EBRO 1, S.L.",,,Zuera,ES,9.72,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"INDUSTRIAS DEL UBIERNA","INDUSTRIAS DEL UBIERNA, S.A.",,,Burgos,ES,10,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
RECUEJA,"SOCIEDAD DE CORRALIZAS Y ELECTRA ARTAJON",,,Larraga,ES,0.136,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"RECUPERACION MATERIALES DIVERSOS","RECUPERACION MATERIALES DIVERSOS, S.A.",,,Lliria,ES,5.085,"Non-renewable waste",,,,,,,,"Fossil fuels","Non-renewable waste",,,,SEDE
COOSUR,"ACEITES COOSUR, S.A.",,,Baeza,ES,21.6,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CAL METRE","INMOBILIARIA ORRIOLS, S.A.",,,Gironella,ES,0.4,Hydro,,,2000,,,,,"Renewable energy",Hydro,,,,SEDE
ERCETESA,"ERCETESA, S.A.",,,Teruel,ES,1.954,"Natural gas",,,2000,,,,,"Fossil fuels","Natural gas",,,,SEDE
"HOSPITAL SANTA ISABEL","ENTE REGIONAL DE LA ENERGIA",,,Leon,ES,0.31,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"HORTA MEDIO AMBIENTE","HORTA MEDIO AMBIENTE, S.A.",,,Betera,ES,14.94,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
ISOCOLD,"ISOCOLD, S.A.",,,Mos,ES,1.03,"Natural gas",,,2003,,,,,"Fossil fuels","Natural gas",,,,SEDE
CIERVES,"HIDROELECTRICA DEL GIESTA, S.R.L.",,,"Pereiro de Aguiar (O)",ES,5,Hydro,,,2000,,,,,"Renewable energy",Hydro,,,,SEDE
INDIPUNT,"INDIPUNT, S.A.",,,Naron,ES,4.19,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"LA ALJORRA-CARTAGENA","BECOSA ENERGIAS RENOVABLES, S.A.",,,Torre-Pacheco,ES,13.585,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"MOLINO DE SUSO","CENTRALES ELECTRICAS J.R., S.L.",,,Labastida/Bastida,ES,2.6,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"FINCA EL FELIPER","CEFU, S.A.",,,"Alhama de Murcia",ES,5,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
JUANJO,"JUANJO, S.L.",,,"Arcos de la Frontera",ES,1.966,"Natural gas",,,2001,,,,,"Fossil fuels","Natural gas",,,,SEDE
BECOSA-PALOS,"BECOSA PALOS, S.A.",,,"Palos de la Frontera",ES,10,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CERAMICA CUESTA VILA","CERAMICA CUESTA VILA, S.A.",,,Toro,ES,2.734,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
ARIZU,"CENTRAL HIDROELECTRICA DE ARIZU, S.L.",,,Anue,ES,0.225,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"TRADEMA COGENERACION","TABLEROS TRADEMA, S.L.",,,Linares,ES,10,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"BIOELECTRICA JIENENSE","BIOELECTRICA JIENENSE, S.A.",,,Linares,ES,24.5,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"COGENERACION LADRILLERA LA MURCIANA","COGENERACION LADRILLERA LA MURCIANA, S.L.",,,Fortuna,ES,1,Oil,,,2010,,,,,"Fossil fuels",Oil,,,,SEDE
MONTANERA,"COMUNIDAD GENERAL DE RIEGOS DEL ALTO ARAGON",,,Ilche,ES,1.145,Hydro,,,1999,,,,,"Renewable energy",Hydro,,,,SEDE
SURRIBES,"COMERCIAL DE LA FORJA, S.A.",,,Ripoll,ES,0.255,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"TUNO I","APROVECHAMIENTOS HIDR.GALLEGOS,S.A.",,,Celanova,ES,0.155,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"MERCERIZADOS GUASCH, S.A.","MERCERIZADOS GUASCH, S.A.",,,"Monistrol de Montserrat",ES,1.416,"Natural gas",,,2008,,,,,"Fossil fuels","Natural gas",,,,SEDE
MERCADONA,"MERCADONA, S.A.",,,"Riba-roja de Turia",ES,1.832,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
CABISCOL,"CENPAR, S.A.",,,"Montella i Martinet",ES,2.36,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"CERAMICAS CALAF","CERAMICAS CALAF, S.A.",,,Calaf,ES,1.6,Oil,,,1999,,,,,"Fossil fuels",Oil,,,,SEDE
"FRIGORIFICOS DEL NOROESTE","FRIGORIFICOS DEL NOROESTE, S.A.",,,Ribeira,ES,13.18,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
MIMSA,"MOLINOS INDUSTRIALES MADEREROS,S.A.",,,Lleida,ES,0.5,"Natural gas",,,1998,,,,,"Fossil fuels","Natural gas",,,,SEDE
"EDAR GUADALETE","ENDESA COGENERACION Y RENOVABLES, S.A.U",,,"Jerez de la Frontera",ES,0.469,"Biomass and biogas",,,2000,,,,,"Renewable energy",Bioenergy,"Biomass and biogas",,,SEDE
"COFRUSA COGENERACION","COFRUSA COGENERACION, S.A.",,,Mula,ES,6.66,"Natural gas",,,2000,,,,,"Fossil fuels","Natural gas",,,,SEDE
MOVIALSA,"MOSTOS,VINOS Y ALCOHOLES, S.A.(MOVIALSA)",,,"Campo de Criptana",ES,23.751,Oil,,,2000,,,,,"Fossil fuels",Oil,,,,SEDE
"SAICA 3 Y AMPLIACION","S.A.INDUSTRIAS CELULOSA ARAGONESA(SAICA)",,,"Burgo de Ebro (El)",ES,37,"Natural gas",,,,,41.544164,-0.675767,,"Fossil fuels","Natural gas",,,,SEDE
"TRATAMIENTO DE PURINES EN BURUJON","BECOSA ENERGIAS RENOVABLES, S.A.",,,Burujon,ES,15.159,"Other or unspecified energy sources",,,,,,,,"Other or unspecified energy sources",,,,,SEDE
USARGOITI,"USARGOITI, S.L.",,,Gatika,ES,1.96,Oil,,,2000,,,,,"Fossil fuels",Oil,,,,SEDE
SICOGESA-CORCO,"DESIMPACTE DE PURINS CORCO, S.A.",,,"Santa Maria de Corco",ES,14.64,"Natural gas",,,2003,,,,,"Fossil fuels","Natural gas",,,,SEDE
PURON,IDAE,,,Llanes,ES,0.43,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"LA PAPELERA DEL FRESSER","LA PAPELERA DEL FRESSER, S.A.",,,Campdevanol,ES,0.22,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"AEROPUERTO DE SONDIKA","AENA AEROPUERTOS, S.A.",,,Loiu,ES,1.67,"Natural gas",,,2000,,,,,"Fossil fuels","Natural gas",,,,SEDE
"MUTRASA XIII","MUTRASA MURCIANA DE TRATAMIENTO AGUAS,SA",,,Fortuna,ES,14.14,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"ALITRASA XI","ALITRASA ALICANTINA TRATAMIENTO AGUAS,SA",,,"Alhama de Murcia",ES,14.14,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"LA RAPIDA N 3 DE FONTANAR","IBERENOVA PROMOCIONES, S.A.",,,Lietor,ES,13.678,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"SA LLENSA","SA LLENSA",,,Forallac,ES,0.714,Oil,,,1995,,,,,"Fossil fuels",Oil,,,,SEDE
"CERAMICA UTZUBAR","CERAMICA UTZUBAR, S.A.",,,Etxarri-Aranatz,ES,3.19,"Natural gas",,,2010,,,,,"Fossil fuels","Natural gas",,,,SEDE
"PROYECTOS ENERGETICOS MB","MB PAPELES ESPECIALES, S.A.",,,"Pobla de Claramunt (La)",ES,3.494,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
ENVIANDE,"CORTIZO HIDROELECTRICAS, S.A.",,,Chantada,ES,1.1,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"COGENERACION AZUCARERA DE GUADALETE","AZUCARERA EBRO, S.L.U.",,,"Jerez de la Frontera",ES,8.63,"Other or unspecified energy sources",,,1978,,,,,"Other or unspecified energy sources",,,,,SEDE
OXAGESA,"OXAGESA, A.I.E.",,,Alcaniz,ES,6.27,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
MIRAT,"MIRAT, FERTILIZANTES S.L.",,,Salamanca,ES,2.006,"Natural gas",,,1997,,,,,"Fossil fuels","Natural gas",,,,SEDE
"SALTO NUEVO","APROVECHAMIENTOS Y RECUPERACIONES ENERGETICOS, S.L.",,,Alcaniz,ES,0.36,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"COGENERACION LOS MADRILES","LA MOJONERA, S.A.",,,Cartagena,ES,1.28,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"CERAMICAS HIJOS DE F.MORATAL AMPLIADA CON RE-4918","CERAMICAS HIJOS DE F.MORATAL, S.A.",,,Villalonga,ES,0.965,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"LA GREVOLOSA","CLAUDITREMPS, S.L.",,,"Sant Joan de les Abadesses",ES,0.065,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"HOSPITAL MATERNO-HOSPITAL CIVIL","SERVICIO ANDALUZ DE SALUD (S.A.S.)",,,Malaga,ES,1.574,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
NUELGAS,"NUEVA ELECTRICIDAD DEL GAS, S.A.",,,Ecija,ES,3.03,"Natural gas",,,1998,,,,,"Fossil fuels","Natural gas",,,,SEDE
ERRAMONTXO,"JUAN PELLO, S.A.",,,Lesaka,ES,0.675,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
IBARREA,"JAVIER MAZQUIARAN GURIDI",,,Altsasu/Alsasua,ES,0.063,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
SANTACARA-CAPARROSO,"ACCIONA ENERGIA, S.A.",,,Santacara,ES,5,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
ECHAURI,"ELECTRA ETXAURI, S.A.",,,Etxauri,ES,0.9,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"MUTRASA IV","MUTRASA MURCIANA DE TRATAM. AGUAS, S.A",,,Fortuna,ES,14.14,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"AREMUSA VIII","AREMUSA AGUAS DE LA REG. DE MURCIA, S.A.",,,"Alhama de Murcia",ES,14.14,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"ALITRASA IV","ALITRASA ALICANTINA DE TRAT. AGUAS, S.A",,,Murcia,ES,14.14,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
C.H.CASTRELO,"FERROATLANTICA, S.A.",,,Dumbria,ES,28.7,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
CARANTONA,"FERROATLANTICA, S.L.",,,Vimianzo,ES,5,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"SANTA EUGENIA 1","FERROATLANTICA, S.A.",,,Dumbria,ES,49.072,Hydro,,,,,42.912965,-9.122543,,"Renewable energy",Hydro,,,,SEDE
NESTLE-EV,"NESTLE ESPANA,S.A.",,,"Santa Maria de Cayon",ES,5.5,"Natural gas",,,1994,,,,,"Fossil fuels","Natural gas",,,,SEDE
"C. H. DE GALLUR (PROY. AMPLIAC. Y REHAB)","MINICENTRALES DEL CANAL IMPERIAL GALLUR,",,,Gallur,ES,3.51,Hydro,,,2005,,,,,"Renewable energy",Hydro,,,,SEDE
CAMPORRIONDI,"NAVARRO GENERACION, S.A.",,,Amieva,ES,15.2,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"GRES LUNA","GRES LUNA, S.A.",,,"Alcora (l)",ES,1.036,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CARNICAS PRISAN","CARNICAS PRISAN, S.A.",,,Lominchar,ES,0.508,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"ECOENERGIA INTEGRAL","ECOENERGIA INTEGRAL, S.A.",,,Picassent,ES,1.68,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
MARCASA,"GRES DE BREDA, S.A.",,,Castelseras,ES,0.978,Oil,,,1998,,,,,"Fossil fuels",Oil,,,,SEDE
"IRISCROM ENERGIA","IRISCROM ENERGIA, S.A.",,,Ontinyent,ES,6.014,"Natural gas",,,1999,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CAMPILLOS 2","PROCESOS ECOLOGICOS, S.A.",,,Campillos,ES,15,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"TORRECILLA I","ANSELMO LEON-HIDRAULICA, S.L.",,,Duenas,ES,0.93,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
TRICALSA,"TRITURADOS CALCICOS, S.A.",,,Madrid,ES,0.99,"Natural gas",,,1998,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CERAMICAS MAYOR (AMPLIACION CV-117)","CERAMICAS MAYOR, S.A.",,,"Callosa dEn Sarria",ES,0.998,"Natural gas",,,1999,,,,,"Fossil fuels","Natural gas",,,,SEDE
"PLANTA DE PURINS D ALCARRAS","DESIMPECTE DE PURINS ALCARRAS, S.A.",,,Alcarras,ES,14.64,"Natural gas",,,1999,,,,,"Fossil fuels","Natural gas",,,,SEDE
"MOLINO DE MARCILLA","MOLINO DE MARCILLA SOCIEDAD HIDROELECTR.",,,Marcilla,ES,0.059,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"MAS DE LAS MATAS (REHABILITACION)","COMUNIDAD DE REGANTES DE MAS DE LAS MATA",,,"Mas de las Matas",ES,0.042,Hydro,,,2004,,,,,"Renewable energy",Hydro,,,,SEDE
"BIEFFE MEDITAL - TEC 94",,,,Sabinanigo,ES,9.999,"Natural gas",,,2010,,,,,"Fossil fuels","Natural gas",,,,SEDE
"MYTA MADERUELO II","S.A. MYTA",,,Maderuelo,ES,1.25,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
CARPEMA,"CARPEMA, S.A.",,,Almoines,ES,0.995,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"TOP WASH","TOP WASH, S.L.",,,Arteixo,ES,0.495,Oil,,,2009,,,,,"Fossil fuels",Oil,,,,SEDE
"GRANJA DE TORDOMAR","SOCIEDAD DE TRATAMIENTO  LA ANDAYA, S.L.",,,Tordomar,ES,7.4,"Natural gas",,,2003,,,,,"Fossil fuels","Natural gas",,,,SEDE
"TRATAMIENTO DE LODOS","RECOGNORTE 3, S.A.",,,Langreo,ES,3,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
LLANARS,"HIJOS DE JOSE BASSOLS, S.A.",,,Llanars,ES,1.44,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"MOLI NOU","HIJOS DE JOSE BASSOLS, S.A.",,,"Sant Ferriol",ES,0.304,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"MADERAS MENDANA","MADERAS MENDANA, S.L.",,,Pontedeume,ES,2.384,Oil,,,1999,,,,,"Fossil fuels",Oil,,,,SEDE
"NOU SALTS","COMUNITAT G.REGANTS DELS CANALS DURGELL",,,Juneda,ES,0.617,Hydro,,,2000,,,,,"Renewable energy",Hydro,,,,SEDE
"GARGANTA ANCHA SALTO I","SALTOS DEL JERTE, S.L.",,,"Casas del Monte",ES,1.72,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
ORALLO,"HIDROELECTRICA LA PROHIDA, S.A",,,Villablino,ES,0.328,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"COMARCAL AGRICOLA CABRA 2","S.C.A. COMARCAL AGRICOLA",,,Cabra,ES,9.9,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"COGENER. E.R.A.R. SUR MADRID (POT.MODIF. 7/1/03)","BOREMER, S.A.",,,Getafe,ES,24.134,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"CERAMICAS AZNAR, S.L.","CERAMICAS AZNAR, S.L.",,,Masalaves,ES,0.968,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"TRATAMIENTOS AMBIENTALES SIERRA DE TERCIA","TRAT. AMBIENTALES SIERRA DE TERCIA, S.A.",,,Lorca,ES,14.94,"Natural gas",,,2004,,,,,"Fossil fuels","Natural gas",,,,SEDE
"INDUSTRIAS PELETERAS","INDUSTRIAS PELETERAS, S.A.",,,Canals,ES,2.426,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
MATAZORITA,"SALTO DE MATAZORITA, S.L.",,,"Poza de la Vega",ES,0.21,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
COALSEMA,"COMPANIA ALAVESA SECADO MADERA, S.A.",,,Berantevilla,ES,7.276,"Natural gas",,,1998,,,,,"Fossil fuels","Natural gas",,,,SEDE
BROTHER-CAS,"BROTHER-CAS, S.L.",,,Bejar,ES,0.06,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"LA ESCANDELLA","LA ESCANDELLA COGENERACION, S.A.",,,Agost,ES,6.51,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"COGENERACION DERMONT","DERIVADOS DEL MONTE, S.L.",,,Vimianzo,ES,3.675,Oil,,,2011,,,,,"Fossil fuels",Oil,,,,SEDE
"CERAMICA DE PUENTEAREAS","CERAMICA DE PUENTEAREAS, S.L.",,,Ponteareas,ES,0.9,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"CONSERVAS GARAVILLA","CONSERVAS GARAVILLA, S.A.",,,"Grove (O)",ES,4.38,Oil,,,,,,,,"Fossil fuels",Oil,,,,SEDE
"LECHE PASCUAL","TEGESTACIN. S.L.U.",,,"Outeiro de Rei",ES,4.643,"Natural gas",,,1998,,,,,"Fossil fuels","Natural gas",,,,SEDE
"BDF NIVEA","BDF NIVEA, S.A.",,,"Tres Cantos",ES,0.948,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"VENTA DE ABAJO","JOSE MANUEL GOICOECHEA, S.L.",,,Altsasu/Alsasua,ES,0.067,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
VOZMEDIANO,"ELMER EL MEDIO RURAL,S.L.",,,Vozmediano,ES,0.0459,Hydro,,,2001,,,,,"Renewable energy",Hydro,,,,SEDE
"COGENERACION ONDAGEN","ONDA COGENERACION, S.L.",,,Onda,ES,6.6,"Natural gas",,,2010,,,,,"Fossil fuels","Natural gas",,,,SEDE
DUSEN,"DUSEN, S.A.",,,"Castellon de la Plana/Castello de la Plana",ES,0.994,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"DEPURADORA DE VALLADOLID (E.D.A.R.)","AGUAS DE VALLADOLID, S.A.",,,Valladolid,ES,2.708,"Natural gas",,,2000,,,,,"Fossil fuels","Natural gas",,,,SEDE
GRAUS,"ENERGIAS DE GRAUS, S.L.",,,Graus,ES,2.151,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"EL SOTO","AYUNTAMIENTO DE LERMA",,,Lerma,ES,0.075,Hydro,,,2002,,,,,"Renewable energy",Hydro,,,,SEDE
EUROATOMIZADO,"EUROATOMIZADO, S.A.",,,Onda,ES,9.981,"Natural gas",,,2000,,,,,"Fossil fuels","Natural gas",,,,SEDE
ARCONES,"SILICES GILARRANZ, S.A.",,,Arcones,ES,2,"Natural gas",,,,,,,,"Fossil fuels","Natural gas",,,,SEDE
"EMBALSE DE ORDUNTE","BIOARTIGAS, S.A.",,,"Valle de Mena",ES,0.6,Hydro,,,1999,,,,,"Renewable energy",Hydro,,,,SEDE
"LES HORTES","JUNTA DE LA SEQUIA",,,Manresa,ES,0.08,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"COLONIA YMBERN","SALVADOR SERRA, S.A.",,,Oris,ES,0.17,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"COLONIA ROSAL","SALVADOR SERRA, S.A.",,,Berga,ES,0.935,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
PARRAMON,"LA ELECTRICA DE RIPOLL, S.A.",,,Campelles,ES,0.336,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"FABRICA NOVA","INVERSIONES CALLUS,S.L.",,,Callus,ES,0.095,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"CAL BASSACS (GIRONELLA)","APROFITAMENTS HIDRAULICS ENERGETICS, S.L",,,Gironella,ES,0.565,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
SERINYA,"AGRI-ENERGIA,S.A.",,,Serinya,ES,0.42,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"CAL CASAS","ENERGIA TD,SL",,,Puig-reig,ES,0.95,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"CLOT DEL MORO","LA MOLA DE N`HUG, S.L.",,,"Castellar de nHug",ES,2.54,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
"SIRUSA (ANTES MANCOMUNIDAD INCINERACION R.U.)","SERVEI DINCINERACIO DELS R.U. (SIRUSA)",,,Tarragona,ES,7.41,"Non-renewable waste",,,,,,,,"Fossil fuels","Non-renewable waste",,,,SEDE
ALMENAR,"AYUNTAMIENTO DE ALMENAR",,,Almenar,ES,0.332,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
FUENTERMOSA,"HIDROELECTRICA FUENTERMOSA, S.L.",,,"Puebla de Lillo",ES,0.37,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
REQUEJADA,"MINICENTRALES DOS, S. A.",,,"Cervera de Pisuerga",ES,5,Hydro,,,,,,,,"Renewable energy",Hydro,,,,SEDE
